Date,Country,Newspaper,Headline,Link,Summary
"January 15, 2026",Guatemala,Prensa Libre,Report on Bernardo Arévalo's progress and warnings about the country's direction,https://www.prensalibre.com/guatemala/politica/informe-de-bernardo-arevalo-nueve-datos-sobre-avances-y-advertencias-sobre-el-rumbo-del-pais/,"- President Bernardo Arévalo warned Guatemala is at a ""tipping point"" due to upcoming leadership elections in 2026 that will shape the country's future.
- He emphasized the importance of selecting honest, capable officials for key institutions like the Electoral Tribunal and the Public Ministry to avoid setbacks.
- The government highlighted progress in education, including school renovations and new scholarships, as part of efforts to improve social opportunities."
"January 15, 2026",Guinea,MediaGuinee.com,"Investiture of the President of the Republic: ""Access to the stadium is open to everyone",https://mediaguinee.com/2026/01/investiture-du-president-de-la-republique-lacces-au-stade-est-ouvert-a-tous-responsable-commission-communication-et-medias/,"- The presidential inauguration ceremony in Guinea will be held at the Stade Général Lansana Conté on January 17, 2026, and is open to all, with no tickets or passes required.
- Access is limited to pedestrians, with special shuttles provided; security measures include thorough searches and restrictions on large bags.
- The event will feature cultural performances, including a ballet by Circus Baobab, and aims to promote national unity, peace, and celebration of the new president, Mamadi Doumbouya."
"January 15, 2026",Guinea Bissau,No Pintcha,Bissau and Abidjan strengthen relations in the field of Social Communication,https://jornalnopintcha.gw/2025/06/27/bissau-e-abidjan-reforcam-relacoes-no-dominio-da-comunicacao-social/,"- Guinea-Bissau and Ivory Coast signed an agreement to enhance cooperation in social communication, including media exchange, audiovisual archive preservation, and training programs.
- The pact was signed during the Abidjan International Audiovisual Content Fair, following a March official visit by Guinea-Bissau's Minister of Social Communication.
- The agreement aims to strengthen cultural ties, promote African identity through media, and facilitate digital transition and content co-production between the two nations."
"January 15, 2026",Guyana,Stabroek News,US suspending immigrant visa processing for 75 countries including 11 from CARICOM,https://www.stabroeknews.com/2026/01/14/news/regional/us-suspending-immigrant-visa-processing-for-75-countries-including-11-from-caricom/,"- The US is suspending immigrant visa processing from 75 countries, including 11 from CARICOM (such as Jamaica, Barbados, and the Bahamas), starting January 21, as part of a broader immigration crackdown.
- The suspension targets visas for employment and family reunification, but not non-immigrant visas like tourism or student visas.
- The move is aimed at preventing potential immigrants who may become public charges, reflecting increased scrutiny and stricter immigration policies under the current US administration."
"January 15, 2026",Haiti,Le Nouvelliste,U.S. States Freeze Immigration Visa Procedures for 75 Countries,https://lenouvelliste.com/article/263273/les-etats-unis-gelent-les-procedures-de-visas-dimmigrant-pour-75-pays,"- The U.S. has announced a suspension of immigrant visa procedures for 75 countries as part of its immigration control efforts under President Donald Trump.  
- The State Department confirmed that all visa processing for these countries has been halted.  
- The move is part of broader immigration policies implemented since Trump’s return to office."
"January 15, 2026",Hungary,Index.hu,The United States is Deciding Iran's Future in These Hours,https://index.hu/belfold/2026/01/14/frontvonal-tarjanyi-peter-egyesult-allamok-venezuela-gronland-kuba-ukrajna-iran/,"- U.S. security experts suggest that critical decisions regarding Iran's future are being made in these hours, with potential for significant military or political action.
- The discussion also covers U.S. plans for Venezuela, including the possible capture of its leader, and explores broader geopolitical issues involving Greenland, Ukraine, and Cuba.
- The expert highlights that ongoing preparations and recent escalations indicate imminent or ongoing U.S. interventions in these regions."
"January 15, 2026",India,The Hindu,BMC polls: The politics of fear in a melting pot,https://www.thehindu.com/opinion/op-ed/bmc-polls-the-politics-of-fear-in-a-melting-pot/article70510255.ece,"- The Mumbai municipal elections are highly contested, with alliances shifting among regional parties and national parties like BJP and Shiv Sena, amid tensions over control of the city’s governance.
- The election campaign has been marked by fear-mongering, particularly around the possibility of a Muslim mayor, echoing broader political strategies of division.
- The election draws comparisons to New York City’s mayoral race, highlighting Mumbai’s status as a diverse, economically vital city shaped by migrant communities."
"January 15, 2026",Indonesia,Kompas,"What is the reason Prabowo gathered 1,200 rectors and professors at the palace?",https://nasional.kompas.com/read/2026/01/15/09503831/apa-alasan-prabowo-kumpulkan-1200-rektor-guru-besar-di-istana,"- Indonesian President Prabowo Subianto gathered 1,200 university rectors and professors at the palace to discuss national issues, social and geopolitical updates, and future plans.
- The meeting aimed to facilitate direct communication and exchange of views between the president and academic leaders from both public and private universities.
- The event reflects Prabowo's focus on engaging with the education sector to address current national challenges."
"January 15, 2026",Iraq,Shafaq News,US oil prices fall more than $1 as Trump's comments ease Iran tension fears,https://shafaq.com/en/Economy/US-oil-prices-fall-more-than-1-as-Trump-s-comments-ease-Iran-tension-fears,"- US oil prices dropped over $1 after President Trump’s comments suggested Iran protests were calming, easing fears of supply disruptions and military conflict.  
- US West Texas Intermediate crude traded at $60.78 per barrel, down 2% from the previous day.  
- The market reaction was influenced by Trump’s statement reducing concerns of a US attack on Iran."
"January 15, 2026",Ireland,RTÉ News,"Woman, 32, jailed for life over murder of partner's son",https://www.rte.ie/news/2026/0114/1553121-boy-court/,"- Tegan McGhee, 32, was sentenced to life in prison for the murder of her partner's four-year-old son, Mason O'Connell Conway, in Limerick in March 2021.
- Mason suffered extensive injuries, including bruises, a broken rib, torn liver, and brain injury, leading to his death after his life support was turned off.
- Mason’s father, John Paul O’Connell, was jailed for seven years for assisting an offender and child endangerment; Mason’s mother expressed grief and heartbreak over her son's tragic death."
"January 15, 2026",Israel,Haaretz,Israel Expects Warning of U.S. Strike on Iran; IDF Orders Defensive Preparations,https://www.haaretz.com/israel-news/2026-01-14/ty-article/.premium/israel-expects-advance-warning-of-u-s-strike-on-iran-idf-orders-defensive-preparations/0000019b-bdf8-d641-a9bf-bff8e18d0000,"- Israeli security sources expect the U.S. to give advance warning before any strike on Iran, allowing Israel to prepare its defenses.
- Israel's military has ordered defensive measures, including opening bomb shelters in southern regions, amid heightened tensions in the Middle East.
- Iran may avoid launching missiles at Israel to prevent escalation, as the situation remains tense and unpredictable."
"January 15, 2026",Italy,Corriere della Sera,U.S.-EU dispute over Greenland: Trump insists NATO must expel the Danes,https://www.corriere.it/esteri/26_gennaio_14/trump-groenlandia-usa-ue-contesa-nato-danimarca-92b87f18-8096-4115-b3ec-27c7ec36exlk.shtml,"- U.S. President Trump demands NATO expel Denmark over Greenland control issues.
- The dispute centers on strategic and geopolitical interests regarding Greenland.
- The controversy highlights tensions between the U.S. and European Union over sovereignty and security."
